ID	AC	DE	GA	TP	ML	CL	NE	AC_version
HisK_sensor	PF18698	Histidine kinase sensor domain	27.3; 27.3;	Domain	126	CL0165		PF18698.7
Histidinol_dh	PF00815	Histidinol dehydrogenase	27; 27;	Family	411	CL0099		PF00815.25
Histone	PF00125	Core histone H2A/H2B/H3/H4	26.4; 26.4;	Domain	122	CL0012		PF00125.30
Histone_H2A_C	PF16211	C-terminus of histone H2A	20; 20;	Family	35			PF16211.10
Histone_HNS	PF00816	H-NS histone C-terminal domain	25.6; 25.6;	Domain	38	CL0786		PF00816.26
Histone_HNS_N	PF22470	H-NS histone-like proteins, N-terminal domain	24.5; 24.5;	Domain	79			PF22470.1
Hist_deacetyl	PF00850	Histone deacetylase domain	27.9; 27.9;	Domain	298	CL0302		PF00850.24
Hist_rich_Ca-bd	PF10529	Histidine-rich Calcium-binding repeat region	17.5; 9;	Repeat	15			PF10529.14
HisZ-like	PF21996	Histidyl-tRNA synthetase HisZ, C-terminal domain   	27; 27;	Domain	52	CL0458		PF21996.1
His_binding	PF02098	Tick histamine binding protein	21.2; 21.2;	Domain	150	CL0116		PF02098.22
His_biosynth	PF00977	Histidine biosynthesis protein	23.6; 23.6;	Family	228	CL0036		PF00977.27
His_kinase	PF06580	Histidine kinase	25.2; 25.2;	Domain	81			PF06580.19
His_leader	PF08047	Histidine operon leader peptide	25; 25;	Family	16			PF08047.16
His_Me_b4a2	PF18275	His-Me finger endonuclease beta4-alpha2 domain	25; 25;	Domain	52	CL0263		PF18275.7
His_Phos_1	PF00300	Histidine phosphatase superfamily (branch 1)	21.7; 21.7;	Domain	194	CL0071		PF00300.27
His_Phos_2	PF00328	Histidine phosphatase superfamily (branch 2)	23.6; 23.6;	Family	354	CL0071		PF00328.27
HIT	PF01230	HIT domain	21.5; 21.5;	Domain	98	CL0265		PF01230.28
HIT-like	PF22088	HIT-related	27; 27;	Domain	162	CL0265		PF22088.1
Hit1_C	PF18268	Hit1 C-terminal 	26.1; 26.1;	Domain	82			PF18268.6
HI_0552	PF10786	HI_0552 protein family	25; 25;	Family	202			PF10786.14
Hjc	PF01870	Archaeal holliday junction resolvase (hjc)	21.1; 21.1;	Family	93	CL0236		PF01870.24
HJURP_C	PF12347	Holliday junction regulator protein family C-terminal repeat	22.7; 22.7;	Domain	60			PF12347.13
HJURP_mid	PF12346	Holliday junction recognition protein-associated repeat	25; 25;	Domain	115			PF12346.13
HK	PF02110	Hydroxyethylthiazole kinase family	27; 27;	Domain	247	CL0118		PF02110.20
HK-GC-Chemotax_sensor	PF22309	HK/GC/Chemotaxis protein-like, sensor domain	27; 27;	Domain	122	CL0165		PF22309.2
HK620_9_C	PF22424	HK620, Tail spike protein, C-terminal	27; 27;	Domain	80	CL0866		PF22424.2
HK97-gp10_like	PF04883	Bacteriophage HK97-gp10, putative tail-component	21.4; 21.4;	Family	78	CL0348		PF04883.17
HKR_ArcB_TM	PF18415	Histidine kinase receptor ArcB trans-membrane domain	27.3; 27.3;	Domain	75			PF18415.6
HK_sensor	PF16750	Sensor domain of 2-component histidine kinase	30.5; 30.5;	Domain	110	CL0165		PF16750.11
HK_sensor_dom_bact	PF21623	Bacterial histidine kinase, sensor domain	27; 27;	Domain	253	CL0165		PF21623.3
HLH	PF00010	Helix-loop-helix DNA-binding domain	20.7; 20.7;	Domain	53	CL0827		PF00010.31
HlyC	PF02794	RTX toxin acyltransferase family	25; 25;	Family	127	CL0257		PF02794.22
HlyD_2	PF12700	HlyD family secretion protein	25.1; 25.1;	Family	416	CL0105		PF12700.13
HlyD_3	PF13437	HlyD family secretion protein	22.2; 22.2;	Family	106	CL0105		PF13437.12
HlyD_D23	PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion	30; 30;	Domain	214	CL0105		PF16576.10
HlyD_D4	PF16572	Long alpha hairpin domain of cation efflux system protein, CusB	26.4; 26.4;	Domain	55	CL0105		PF16572.11
HlyE	PF06109	Haemolysin E (HlyE)	25; 25;	Family	333			PF06109.18
HlyIII	PF03006	Haemolysin-III related	26.2; 26.2;	Family	224	CL0192		PF03006.26
HlyU	PF10115	Transcriptional activator HlyU	27; 27;	Family	91			PF10115.14
HL_N-beta	PF21461	Hyaluronate lyase, N-terminal beta-sheet domain 	27; 27;	Domain	57	CL0159		PF21461.3
HMA	PF00403	Heavy-metal-associated domain	24.8; 24.8;	Domain	62	CL0704		PF00403.32
HMA_2	PF19991	Heavy metal associated domain 2	30; 30;	Domain	154	CL0704		PF19991.5
HMA_PCA1	PF24534	PCA1 HMA heavy metal-associated domain	24.5; 24.5;	Domain	68	CL0704		PF24534.1
HMBD	PF19335	Heavy metal binding domain	23.6; 23.6;	Domain	28	CL0105		PF19335.5
HMD	PF03201	H2-forming N5,N10-methylene-tetrahydromethanopterin dehydrogenase	23.1; 23.1;	Family	97	CL0106		PF03201.21
HMD_N	PF22616	HMD N-terminal domain	27; 27;	Domain	239	CL0063		PF22616.2
HMG-CoA_red	PF00368	Hydroxymethylglutaryl-coenzyme A reductase	27; 27;	Family	368			PF00368.23
HMG-CoA_red_N	PF25653	Hydroxymethylglutaryl-CoA reductase, N-terminal domain	27; 27;	Domain	115			PF25653.1
HMG14_17	PF01101	HMG14 and HMG17	23.5; 23.5;	Family	90			PF01101.23
HMGL-like	PF00682	HMGL-like	29; 29;	Domain	260	CL0036		PF00682.25
HMG_box	PF00505	HMG (high mobility group) box	25.4; 25.4;	Domain	69	CL0114		PF00505.25
HMG_box_2	PF09011	HMG-box domain	22.4; 22.4;	Domain	72	CL0114		PF09011.16
HMG_box_5	PF14887	HMG (high mobility group) box 5	25; 25;	Family	86	CL0114		PF14887.12
HMG_CoA_synt_C	PF08540	Hydroxymethylglutaryl-coenzyme A synthase C terminal	25.1; 25.1;	Domain	280	CL0046		PF08540.16
HMG_CoA_synt_N	PF01154	Hydroxymethylglutaryl-coenzyme A synthase N terminal	25; 25;	Domain	174	CL0046		PF01154.23
HMG_WDHD1	PF24815	WDHD1 HMG box	51.6; 51.6;	Domain	51	CL0114		PF24815.1
HMMR_C	PF15908	Hyaluronan mediated motility receptor C-terminal	28.6; 28.6;	Coiled-coil	157			PF15908.10
HMMR_N	PF15905	Hyaluronan mediated motility receptor N-terminal	30.1; 30.1;	Coiled-coil	330			PF15905.10
Hmr1_E-cad-like	PF22417	Cadherin-related hmr-1 E-cadherin-like	27; 27;	Domain	23			PF22417.1
HMUD2	PF18747	5-hmdU DNA kinase 2	25; 25;	Family	298	CL0023		PF18747.7
HMUDK_hel	PF18723	5-hmdU DNA kinase, helical domain	25; 25;	Domain	281	CL0686		PF18723.6
HMUDK_HMUD1	PF18748	5-hmdU DNA kinase	27; 27;	Family	196	CL0023		PF18748.7
HmuY	PF14064	HmuY protein	27; 27;	Family	157			PF14064.11
HMW1C_N	PF18071	HMW1C N-terminal	27; 27;	Repeat	146	CL0020		PF18071.7
HMw1_D2	PF18254	HMW1 domain 2	26.2; 26.2;	Domain	88			PF18254.6
Hmw_CFAP97	PF13879	Hemingway/CFA97	25.6; 25.6;	Family	100			PF13879.11
HN	PF00423	Haemagglutinin-neuraminidase	24.4; 24.4;	Repeat	541	CL0186		PF00423.25
HNF-1A_C	PF04813	Hepatocyte nuclear factor 1 (HNF-1), alpha isoform C terminus	27.3; 27.3;	Family	88			PF04813.17
HNF-1B_C	PF04812	Hepatocyte nuclear factor 1 (HNF-1), beta isoform C terminus	25; 25;	Family	258			PF04812.18
HNF-1_N	PF04814	Hepatocyte nuclear factor 1 (HNF-1), N terminus	29.7; 29.7;	Family	175	CL0123		PF04814.19
HNF_C	PF09354	HNF3 C-terminal domain	25; 25;	Domain	65			PF09354.15
HNH	PF01844	HNH endonuclease	21.4; 21.4;	Family	47	CL0263		PF01844.29
HNHc_6	PF16784	Putative HNHc nuclease	26.6; 26.6;	Family	204	CL0263		PF16784.11
HNH_2	PF13391	HNH endonuclease	21; 20;	Domain	66	CL0263		PF13391.12
HNH_3	PF13392	HNH endonuclease	24.8; 24.8;	Domain	46	CL0263		PF13392.12
HNH_4	PF13395	HNH endonuclease	22; 22;	Domain	54	CL0263		PF13395.12
HNH_5	PF14279	HNH endonuclease	27.5; 27.5;	Domain	56	CL0263		PF14279.12
HNH_repeat	PF18780	Homing endonuclease associated repeat	26; 26;	Repeat	54			PF18780.6
hNIFK_binding	PF12196	FHA Ki67 binding domain of hNIFK	25; 25;	Domain	40			PF12196.13
HNOB	PF07700	Haem-NO-binding	25.5; 24.5;	Domain	163	CL0210		PF07700.20
HNOBA	PF07701	Heme NO binding associated	23.4; 23.4;	Domain	216	CL0161		PF07701.20
HnRNPA1_LC	PF11627	Heterogeneous nuclear ribonucleoprotein A1, LC domain	25; 25;	Domain	38			PF11627.13
HnRNP_M_NLS	PF11532	HnRNP M nuclear localisation signal	24; 24;	Motif	30			PF11532.13
hnRNP_Q_AcD	PF18360	Heterogeneous nuclear ribonucleoprotein Q acidic domain	26; 26;	Domain	70			PF18360.6
HOASN	PF14515	Haem-oxygenase-associated N-terminal helices	25; 25;	Domain	93			PF14515.11
HOATZ-like	PF17664	Cilia- and flagella-associated protein HOATZ-like	25; 25;	Family	168			PF17664.6
HobA	PF12163	DNA replication regulator	27; 27;	Domain	180	CL0067		PF12163.13
Hobbit	PF10344	Hobbit/FMP27/BTLP2 family	24.5; 24.5;	Repeat	2372	CL0760		PF10344.16
HOCHOB	PF17943	Homeobox-cysteine loop-homeobox	26.3; 26.3;	Domain	120			PF17943.6
HODM_asu-like	PF11927	Haem-dependent oxidative N-demethylase, alpha subunit-like	25; 25;	Family	273	CL0183		PF11927.14
HofO	PF25319	HofO EspM-like domain	27; 27;	Domain	71	CL0331		PF25319.1
HofP	PF10748	DNA utilization proteins HofP  	24; 24;	Family	132			PF10748.14
HOK_GEF	PF01848	Hok/gef family	22; 22;	Family	42			PF01848.21
HolB_lid	PF21500	DNA polymerase III subunit delta', AAA+ ATPase lid domain	27.1; 27.1;	Domain	40	CL0671		PF21500.3
Holin_2-3	PF13272	Putative 2/3 transmembrane domain holin	27; 27;	Family	106			PF13272.11
Holin_9	PF16936	Putative holin	25.3; 25.3;	Family	78			PF16936.10
Holin_BhlA	PF10960	BhlA holin family	22.6; 22.6;	Family	70			PF10960.13
Holin_BlyA	PF05102	holin, BlyA family	27; 27;	Family	61			PF05102.17
Holin_SPP1	PF04688	SPP1 phage holin	27; 27;	Family	74			PF04688.18
Hol_Tox	PF16935	Putative Holin-like Toxin (Hol-Tox)	23.3; 23.3;	Family	34			PF16935.10
Homeobox_KN	PF05920	Homeobox KN domain	24; 24;	Family	40	CL0123		PF05920.17
Homeodomain	PF00046	Homeodomain	22.9; 22.9;	Domain	57	CL0123		PF00046.35
Homez	PF11569	Homeodomain leucine-zipper encoding, Homez	21; 21;	Family	57	CL0123		PF11569.14
Homoserine_dh	PF00742	Homoserine dehydrogenase	22.9; 22.9;	Domain	173	CL0139		PF00742.24
Hom_end	PF05204	Homing endonuclease	21.1; 21.1;	Domain	110	CL0324		PF05204.19
Hom_end_hint	PF05203	Hom_end-associated Hint	32.1; 32.1;	Domain	228	CL0363	Hom_end	PF05203.21
HOOK	PF05622	HOOK protein coiled-coil region	35; 35;	Coiled-coil	514			PF05622.17
HOOK_N	PF19047	HOOK domain	23.5; 23.5;	Domain	146	CL0188		PF19047.5
HOOK_N_NuMA	PF21670	NuMA N-terminal hook domain	27; 27;	Domain	152	CL0188		PF21670.2
HopA1	PF17914	HopA1 effector protein family	22.7; 22.7;	Domain	170			PF17914.6
HopBA1	PF22079	Type III effector protein HopBA1	27; 27;	Domain	193	CL0572		PF22079.1
HopJ	PF08888	HopJ type III effector protein	27; 27;	Domain	109			PF08888.16
HopW1-1	PF15457	Type III T3SS secreted effector HopW1-1/HopPmaA	27; 27;	Family	321			PF15457.11
HORMA	PF02301	HORMA domain	24; 24;	Domain	209	CL0651		PF02301.23
Hormone_1	PF00103	Somatotropin hormone family	22.7; 22.7;	Domain	215	CL0053		PF00103.25
Hormone_2	PF00123	Peptide hormone	21.2; 21.2;	Family	28			PF00123.25
Hormone_3	PF00159	Pancreatic hormone peptide	28.7; 28.7;	Family	36			PF00159.23
Hormone_4	PF00220	Neurohypophysial hormones, N-terminal Domain	17.1; 17.1;	Family	9			PF00220.22
Hormone_5	PF00184	Neurohypophysial hormones, C-terminal Domain	27.2; 27.2;	Family	79			PF00184.22
Hormone_6	PF00236	Glycoprotein hormone	25; 25;	Domain	96	CL0079		PF00236.23
Hormone_recep	PF00104	Ligand-binding domain of nuclear hormone receptor	23.5; 23.5;	Domain	213			PF00104.35
Host_attach	PF10116	Protein required for attachment to host cells	26.7; 26.7;	Family	138	CL0267		PF10116.14
Hox9_act	PF04617	Hox9 activation region	27; 27;	Family	184			PF04617.19
HoxA13_N	PF12284	Hox protein A13 N terminal	27; 27;	Family	122			PF12284.13
HOXB-AS3	PF21970	HOXB-AS3 peptide	27; 27;	Family	53			PF21970.1
HP0268	PF18618	HP0268 	25; 25;	Domain	80			PF18618.6
HP1451_C	PF18472	HP1451 C-terminal domain	25; 25;	Domain	67	CL0879		PF18472.7
HP1454-like_C	PF22017	LPP20 lipofamily protein, C-terminal domain	27; 27;	Domain	93	CL0342		PF22017.1
HP1454-like_middle_dom	PF22018	LPP20 lipofamily protein, middle domain	27; 27;	Domain	68			PF22018.1
HP1_ORF34	PF25759	Bacteriophage HP1 ORF34 baseplate complex protein	27; 27;	Domain	180			PF25759.1
HpaB	PF03241	4-hydroxyphenylacetate 3-hydroxylase C terminal	25; 25;	Family	202	CL0087		PF03241.18
HpaB_N	PF11794	4-hydroxyphenylacetate 3-hydroxylase N terminal	35; 35;	Family	270			PF11794.13
HpaP	PF09483	Type III secretion protein (HpaP)	23.8; 23.8;	Domain	90	CL0424		PF09483.15
HPAT	PF23452	Hydroxyproline O-arabinosyltransferase family	23.9; 23.9;	Domain	307			PF23452.1
HpcH_HpaI	PF03328	HpcH/HpaI aldolase/citrate lyase	25; 25;	Domain	221	CL0036		PF03328.21
HPD	PF05044	Homeo-prospero domain	25; 25;	Domain	154	CL0123		PF05044.18
HPF1	PF10228	Histone PARylation factor 1	27.1; 27.1;	Family	251			PF10228.14
Hpf1_C	PF20646	Hpf1 C-terminal YTTT repeat	25; 14;	Family	35			PF20646.2
Hph	PF13694	Sec63/Sec62 complex-interacting family	19.9; 19.9;	Family	187			PF13694.11
HphA_C	PF22829	HphA C-terminal domain	31; 31;	Domain	113	CL0193		PF22829.2
HphA_N	PF22828	HphA N-terminal heme-binding domain	22; 22;	Domain	110			PF22828.1
HpHbR	PF20933	Haptoglobin-hemoglobin receptor	27; 27;	Family	243			PF20933.2
HPHLAWLY	PF14925	Domain of unknown function	25; 25;	Family	641			PF14925.11
HpiC1-like	PF22825	HpiC1 cyclase	27; 27;	Family	174	CL0202		PF22825.2
HPIH	PF13323	N-terminal domain with HPIH motif	24.2; 24.2;	Family	155			PF13323.11
HPIP	PF15226	HCF-1 beta-propeller-interacting protein family	22.1; 22.1;	Family	133			PF15226.11
HPIP_like	PF18524	High potential iron-sulfur protein like	28.1; 28.1;	Domain	40			PF18524.6
HPPK	PF01288	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)	25.7; 25.7;	Domain	116			PF01288.25
Hpre_diP_synt_I	PF07456	Heptaprenyl diphosphate synthase component I	30; 30;	Family	147	CL0315		PF07456.16
Hpr_kinase_C	PF07475	HPr Serine kinase C-terminal domain	33.3; 33.3;	Domain	171	CL0374		PF07475.17
Hpr_kinase_N	PF02603	HPr Serine kinase N terminus	24; 24;	Family	125	CL0365		PF02603.21
HPS3_C	PF14763	Hermansky-Pudlak syndrome 3 protein, C-terminal region	26.7; 26.7;	Repeat	503	CL0020		PF14763.12
HPS3_N	PF14761	Hermansky-Pudlak syndrome 3 protein, N-terminal	26.2; 26.2;	Repeat	476	CL0186		PF14761.12
HPS6	PF15702	Hermansky-Pudlak syndrome 6 protein N-terminal domain	27; 27;	Repeat	378	CL0186		PF15702.11
HPS6_C	PF20468	Hermansky-Pudlak syndrome 6 protein C-terminal domain	27; 27;	Repeat	387	CL0020		PF20468.4
Hpt	PF01627	Hpt domain	24.6; 24.6;	Family	84			PF01627.28
HPTransfase	PF10090	Histidine phosphotransferase C-terminal domain	22.9; 22.9;	Domain	123	CL0025		PF10090.15
HpuA	PF16960	Haemoglobin-haptoglobin utilisation, porphyrin transporter	29.7; 29.7;	Family	251	CL0193		PF16960.11
HP_OMP	PF01856	Helicobacter outer membrane protein	21; 21;	Family	154	CL0193		PF01856.23
HP_OMP_2	PF02521	Putative outer membrane protein	25; 25;	Domain	444	CL0193		PF02521.20
HR1	PF02185	Hr1 repeat	33.1; 33.1;	Family	67	CL0899		PF02185.22
HR1_TOCA	PF25610	TOCA family HR1 domain	27; 27;	Domain	90	CL0899		PF25610.1
HrcA	PF01628	HrcA protein C terminal domain	22.2; 22.2;	Family	215	CL0161		PF01628.27
HrcA_DNA-bdg	PF03444	Winged helix-turn-helix transcription repressor, HrcA DNA-binding	21; 21;	Domain	79	CL0123		PF03444.21
HRCT1	PF15758	Histidine-rich carboxyl terminus protein 1	27; 27;	Family	78			PF15758.10
HRDC	PF00570	HRDC domain	23.8; 23.8;	Domain	68	CL0426		PF00570.28
HRDE1_NRDE3_N	PF25128	HRDE1/NRDE-3, N-terminal domain	32.3; 32.3;	Domain	158			PF25128.1
HRG	PF16954	Haem-transporter, endosomal/lysosomal, haem-responsive gene 	27; 13.4;	Family	52			PF16954.10
HRI1	PF16815	Protein HRI1	27; 27;	Domain	226			PF16815.10
HRI2_3H	PF22949	Heme-regulated eIF-2-alpha kinase, helical domain	27; 27;	Domain	80			PF22949.1
HRM	PF02793	Hormone receptor domain	26.2; 26.2;	Family	66			PF02793.27
HROB	PF15072	Homologous recombination OB-fold protein	30.8; 30.8;	Family	85	CL0021		PF15072.12
HrpA_pilin	PF09589	HrpA pilus formation protein	25; 25;	Family	96			PF09589.15
HrpB1_HrpK	PF09613	Bacterial type III secretion protein (HrpB1_HrpK)	29.3; 29.3;	Repeat	126	CL0020		PF09613.16
HrpB2	PF09487	Bacterial type III secretion protein (HrpB2)	26.5; 26.5;	Family	114			PF09487.15
HrpB4	PF09502	Bacterial type III secretion protein (HrpB4)	29; 29;	Family	217			PF09502.15
HrpB7	PF09486	Bacterial type III secretion protein (HrpB7)	29.7; 29.7;	Coiled-coil	157	CL0419		PF09486.15
HrpB_C	PF08482	ATP-dependent helicase C-terminal	25; 25;	Family	133			PF08482.15
HrpE	PF06188	HrpE/YscL/FliH and V-type ATPase subunit E	23.5; 23.5;	Family	191	CL0255		PF06188.17
HrpF	PF06266	HrpF protein	22.8; 22.8;	Family	74			PF06266.17
HrpJ	PF07201	HrpJ-like domain	25; 25;	Domain	166	CL0646		PF07201.16
Hrs_helical	PF12210	Hepatocyte growth factor-regulated tyrosine kinase substrate	30.6; 30.6;	Domain	95			PF12210.13
HRXXH	PF13933	Putative peptidase family	27; 27;	Domain	245	CL0126		PF13933.12
HR_lesion	PF05514	HR-like lesion-inducing 	22.6; 22.6;	Domain	138	CL0131		PF05514.17
Hs1pro-1_C	PF07014	Hs1pro-1 protein C-terminus	29.3; 29.3;	Family	257	CL0380		PF07014.17
Hs1pro-1_N	PF07231	Hs1pro-1 N-terminus	25; 25;	Family	182			PF07231.17
HS1_rep	PF02218	Repeat in HS1/Cortactin	27; 27;	Repeat	36			PF02218.20
HSA	PF07529	HSA domain	23; 23;	Family	71			PF07529.18
hSac2	PF12456	Inositol phosphatase 	26; 26;	Domain	115	CL0266		PF12456.14
HsbA	PF12296	Hydrophobic surface binding protein A	33.5; 33.5;	Family	121			PF12296.13
HSBP1	PF06825	Heat shock factor binding protein 1	28.6; 28.6;	Coiled-coil	51			PF06825.17
HscB_4_cys	PF18256	Co-chaperone HscB tetracysteine metal binding motif	26.2; 26.2;	Domain	27			PF18256.6
HSCB_C	PF07743	HSCB C-terminal oligomerisation domain	22.1; 22.1;	Domain	74			PF07743.18
HSD3	PF15244	Spermatogenesis-associated protein 7, or HSD3	27; 27;	Family	416			PF15244.11
HsdM_N	PF12161	HsdM N-terminal domain	24.5; 24.5;	Domain	135	CL0884		PF12161.14
HSDR_N	PF04313	Type I restriction enzyme R protein N terminus (HSDR_N)	25.1; 25.1;	Family	198	CL0236		PF04313.20
HSDR_N_2	PF13588	Type I restriction enzyme R protein N terminus (HSDR_N)	25; 25;	Domain	110	CL0236		PF13588.12
HSD_C	PF22101	Homoserine dehydrogenase C-terminal domain	27; 27;	Domain	73			PF22101.1
HSF_DNA-bind	PF00447	HSF-type DNA-binding	22; 22;	Domain	100	CL0123		PF00447.23
hSH3	PF14603	Helically-extended SH3 domain	25.7; 25.7;	Domain	90	CL0010		PF14603.12
HSL_N	PF06350	Hormone-sensitive lipase (HSL) N-terminus	25; 25;	Family	306			PF06350.17
HSM3_C	PF18794	DNA mismatch repair protein HSM3, C terminal domain 	25; 24;	Repeat	177	CL0020		PF18794.7
HSM3_N	PF18795	DNA mismatch repair protein HSM3, N terminal domain 	24; 24;	Repeat	237	CL0020		PF18795.7
HSNSD-CE	PF12062	Heparan sulfate-N-deacetylase, deacetylase domain	25; 25;	Domain	205	CL0882		PF12062.14
HSNSD_N	PF25119	Heparan sulfate-N-deacetylase, N-terminal domain	27.4; 27.4;	Domain	215	CL0883		PF25119.1
HSP20	PF00011	Hsp20/alpha crystallin family	20.8; 20.8;	Domain	102	CL0190		PF00011.27
HSP33	PF01430	Hsp33 protein	21.4; 21.4;	Family	273			PF01430.24
HSP70	PF00012	Hsp70 protein	20.6; 20.6;	Family	599	CL0108		PF00012.26
HSP90	PF00183	Hsp90 protein	24.4; 24.4;	Family	518			PF00183.23
HSP9_HSP12	PF04119	Heat shock protein 9/12	26.3; 26.3;	Family	59			PF04119.17
HSR	PF03172	HSR domain	24.9; 24.9;	Domain	99			PF03172.18
HSV_VP16_C	PF12149	Herpes simplex virus virion protein 16 C terminal	27; 27;	Domain	30			PF12149.13
HtaA	PF04213	Htaa	24; 24;	Family	164			PF04213.18
HTHP	PF11534	Hexameric tyrosine-coordinated heme protein (HTHP)	25; 25;	Family	72			PF11534.13
HTH_1	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	26.6; 26.6;	Domain	60	CL0123		PF00126.33
HTH_10	PF04967	HTH DNA binding domain	23.1; 23.1;	Domain	53	CL0123		PF04967.18
HTH_11	PF08279	HTH domain	25; 25;	Domain	55	CL0123		PF08279.18
HTH_12	PF08461	Ribonuclease R winged-helix domain	21.4; 21.4;	Domain	66	CL0123		PF08461.16
HTH_13	PF11972	HTH DNA binding domain	26.1; 26.1;	Domain	54	CL0123		PF11972.14
HTH_15	PF12324	Helix-turn-helix domain of alkylmercury lyase	27.2; 27.2;	Domain	74	CL0123		PF12324.14
HTH_16	PF12645	Helix-turn-helix domain	22; 22;	Domain	65	CL0123		PF12645.13
HTH_17	PF12728	Helix-turn-helix domain	27; 27;	Domain	51	CL0123		PF12728.13
HTH_18	PF12833	Helix-turn-helix domain	33.6; 33.6;	Domain	80	CL0123		PF12833.13
HTH_19	PF12844	Helix-turn-helix domain	30.2; 30.2;	Domain	64	CL0123		PF12844.13
HTH_20	PF12840	Helix-turn-helix domain	27; 27;	Domain	51	CL0123		PF12840.13
HTH_21	PF13276	HTH-like domain	28.1; 28.1;	Domain	60	CL0123		PF13276.12
HTH_22	PF13309	HTH domain	29.6; 29.6;	Domain	63	CL0123		PF13309.12
HTH_23	PF13384	Homeodomain-like domain	24.6; 24.6;	Domain	50	CL0123		PF13384.12
HTH_24	PF13412	Winged helix-turn-helix DNA-binding	21.9; 21.9;	Domain	48	CL0123		PF13412.12
HTH_25	PF13413	Helix-turn-helix domain	24.6; 24.6;	Domain	62	CL0123		PF13413.12
HTH_26	PF13443	Cro/C1-type HTH DNA-binding domain	22; 22;	Domain	63	CL0123		PF13443.12
HTH_27	PF13463	Winged helix DNA-binding domain	22.2; 22.2;	Domain	68	CL0123		PF13463.12
HTH_28	PF13518	Helix-turn-helix domain	25; 25;	Domain	52	CL0123		PF13518.12
HTH_29	PF13551	Winged helix-turn helix	28.1; 28.1;	Domain	64	CL0123		PF13551.12
HTH_3	PF01381	Helix-turn-helix	23; 23;	Domain	55	CL0123		PF01381.28
HTH_30	PF13556	PucR C-terminal helix-turn-helix domain	27; 27;	Domain	59	CL0123		PF13556.12
HTH_31	PF13560	Helix-turn-helix domain	27; 27;	Domain	64	CL0123		PF13560.12
HTH_32	PF13565	Homeodomain-like domain	33.7; 33.7;	Domain	73	CL0123		PF13565.12
HTH_33	PF13592	Winged helix-turn helix	25; 25;	Domain	60	CL0123		PF13592.12
HTH_34	PF13601	Winged helix DNA-binding domain	27; 27;	Domain	80	CL0123		PF13601.12
HTH_35	PF13693	Winged helix-turn-helix DNA-binding	25; 25;	Domain	75	CL0123		PF13693.12
HTH_36	PF13730	Helix-turn-helix domain	25; 25;	Domain	55	CL0123		PF13730.12
HTH_37	PF13744	Helix-turn-helix domain	27; 27;	Domain	80	CL0123		PF13744.12
HTH_38	PF13936	Helix-turn-helix domain	27; 27;	Domain	44	CL0123		PF13936.12
HTH_39	PF14090	Winged helix-turn-helix domain	21.3; 21.3;	Domain	70	CL0123		PF14090.12
HTH_40	PF14493	Helix-turn-helix domain	27; 27;	Domain	89	CL0123		PF14493.12
HTH_41	PF14502	Helix-turn-helix domain	25; 25;	Family	48	CL0123		PF14502.12
HTH_43	PF09904	Winged helix-turn helix	27; 27;	Family	89	CL0123		PF09904.15
HTH_44	PF14641	Helix-turn-helix DNA-binding domain of SPT6	35; 35;	Domain	117			PF14641.11
HTH_45	PF14947	Winged helix-turn-helix	25.5; 25.5;	Domain	77	CL0123		PF14947.12
